Sub-Category,Sales,Order_Date
Paper,144.12,11/24/2014
Paper,15.96,11/24/2014
Phones,39.96,11/25/2017
Paper,34.08,11/25/2017
Paper,10.368,9/28/2017
Binders,7.752,10/13/2014
Envelopes,15.28,06-03-2014
Machines,65.97,6/17/2014
Paper,33.4,10/29/2015
Envelopes,210.84,10/29/2015
Storage,13.98,1/20/2014
Furnishings,272.94,1/20/2014
Binders,19.05,1/20/2014
Appliances,247.716,1/20/2014
Storage,66.58,1/20/2014
Art,43.92,1/20/2014
Furnishings,14.73,1/20/2014
Binders,29.7,1/20/2014
Paper,49.12,07-11-2014
Binders,18.28,07-11-2014
Furnishings,47.04,8/30/2016
Phones,339.96,8/30/2016
Phones,87.8,10-05-2017
Chairs,221.382,10-05-2017
Machines,5199.96,10-05-2017
Storage,156.512,12/31/2016
Accessories,119.85,03-07-2015
Binders,30.44,03-07-2015
Binders,69.28,03-07-2015
Phones,587.97,03-07-2015
Labels,24.55,10/20/2017
Binders,12.176,05-01-2015
Storage,37.32,05-01-2015
Supplies,35.06,05-01-2015
Furnishings,108.4,09-03-2017
Phones,361.376,11-03-2017
Binders,2.412,9/13/2015
Appliances,8.39,09-06-2015
Phones,337.98,09-06-2015
Storage,83.92,10-06-2014
Binders,19.68,1/23/2017
Paper,25.92,1/23/2017
Paper,6.48,1/23/2017
Phones,86.352,1/23/2017
Art,56.3,12-10-2015
Art,51.016,11/25/2014
Binders,150.8,11/21/2017
Machines,1039.992,11/21/2017
Paper,51.84,11/21/2017
Phones,41.22,04-04-2017
Supplies,240.37,04-04-2017
Phones,119.02,04-04-2017
Binders,133.12,5/19/2017
Furnishings,38.08,10-03-2016
Bookcases,113.568,11/21/2016
Furnishings,83.92,10-03-2017
Art,6.63,10-03-2017
Accessories,371.97,10-03-2017
Chairs,561.584,4/29/2014
Storage,99.92,4/29/2014
Labels,4.928,10-07-2016
Furnishings,14.76,12/15/2016
Accessories,99.99,04-10-2017
Storage,286.15,04-10-2017
Fasteners,49.792,04-08-2014
Bookcases,299.975,3/29/2016
Phones,158.376,3/29/2016
Binders,32.784,1/15/2017
Accessories,47.984,1/15/2017
Accessories,62.592,1/15/2017
Binders,4.276,1/15/2017
Paper,10.56,1/30/2014
Storage,229.94,1/30/2014
Envelopes,311.15,02-07-2015
Paper,12.96,02-07-2015
Paper,14.62,12/14/2016
Labels,5.76,12/14/2016
Fasteners,21.48,12/14/2016
Furnishings,396.92,12/14/2016
Storage,17.15,12/14/2016
Binders,23.12,12/14/2016
Art,5.248,10/31/2017
Phones,824.95,08-06-2017
Labels,24.64,08-06-2017
Art,227.88,08-06-2017
Bookcases,241.96,5/30/2017
Binders,3.89,5/30/2017
Furnishings,8.01,5/30/2017
Phones,177.48,11/30/2015
Chairs,569.568,8/31/2017
Storage,149.73,8/31/2017
Chairs,899.43,5/14/2017
Art,46.2,5/14/2017
Paper,47.952,5/14/2017
Phones,7.992,5/14/2017
Paper,76.864,5/14/2017
Binders,102.93,8/17/2017
Accessories,98.16,8/17/2017
Binders,11.52,11-10-2017
Paper,83.88,8/21/2017
Phones,108.576,03-08-2016
Fasteners,5.984,03-08-2016
Supplies,21.96,10/31/2016
Chairs,368.97,10/31/2016
Art,12.39,10/31/2016
Storage,332.94,10/31/2016
Accessories,111.93,7/26/2014
Chairs,454.272,10/24/2015
Paper,19.44,8/19/2017
Copiers,8399.976,5/23/2016
Binders,6.294,5/23/2016
Paper,10.368,5/23/2016
Phones,122.382,5/23/2016
Storage,25.984,11-03-2014
Tables,945.036,11-03-2014
Binders,14.301,11-03-2014
Furnishings,410.352,11-03-2014
Paper,23.52,3/30/2015
Phones,180.96,3/30/2015
Furnishings,35.0,5/27/2017
Storage,477.15,5/27/2017
Phones,302.376,5/27/2017
Tables,974.988,12/14/2017
Chairs,589.41,10-04-2014
Art,34.7,10/13/2016
Storage,99.87,10/13/2016
Paper,37.94,10/13/2016
Labels,24.9,10/13/2016
Furnishings,82.26,10/13/2016
Fasteners,7.104,03-05-2015
Furnishings,103.5,03-04-2017
Labels,2.464,03-04-2017
Storage,8.72,03-04-2017
Binders,10.76,9/25/2015
Paper,45.68,9/25/2015
Art,6.7,9/25/2015
Phones,158.376,12/19/2015
Art,3.44,10-08-2015
Storage,56.56,7/31/2017
Furnishings,36.96,7/31/2017
Phones,135.99,08-05-2014
Art,15.96,08-05-2014
Art,3.76,5/14/2017
Art,14.7,5/14/2017
Art,37.2,5/14/2017
Accessories,89.97,5/14/2017
Chairs,261.96,5/14/2017
Labels,74.0,5/14/2017
Furnishings,13.28,9/22/2016
Storage,84.96,11/13/2015
Accessories,68.46,5/22/2017
Storage,2079.4,12-02-2016
Phones,629.95,12-02-2016
Furnishings,72.42,12-02-2016
Phones,131.98,8/29/2015
Accessories,114.52,8/29/2015
Labels,100.24,06-06-2014
Appliances,871.8,3/18/2016
Bookcases,61.96,1/14/2014
Binders,4.554,06-03-2017
Appliances,5.2,06-03-2017
Accessories,205.992,06-03-2017
Paper,15.552,06-03-2017
Phones,503.96,06-03-2017
Appliances,24.472,06-03-2017
Bookcases,241.568,06-03-2017
Accessories,110.4,06-03-2017
Tables,384.768,06-03-2017
Machines,78.66,06-03-2017
Paper,45.36,06-03-2017
Appliances,962.08,3/21/2015
Binders,12.843,3/21/2015
Paper,295.456,3/21/2015
Paper,32.4,9/19/2017
Furnishings,103.936,9/15/2014
Bookcases,289.568,11/20/2016
Storage,39.72,11/20/2016
Phones,244.768,11/20/2016
Accessories,24.0,10/28/2017
Paper,15.552,10/28/2017
Accessories,26.176,10/28/2017
Furnishings,20.94,7/24/2015
Binders,135.09,7/24/2015
Accessories,279.86,7/24/2015
Binders,90.06,7/24/2015
Phones,539.964,11-02-2014
Phones,50.232,11-02-2014
Binders,19.242,11-02-2014
Storage,1247.64,11/17/2017
Art,5.304,6/26/2016
Paper,19.136,10-09-2016
Furnishings,332.832,10-09-2016
Paper,279.9,12/20/2017
Binders,50.352,12/20/2017
Paper,34.02,12/20/2017
Art,23.88,03-06-2017
Labels,11.52,03-06-2017
Paper,286.93,03-06-2017
Phones,206.384,03-06-2017
Chairs,218.352,9/15/2017
Furnishings,529.9,9/15/2017
Art,99.3,9/15/2017
Appliances,108.96,9/15/2017
Binders,2.688,9/15/2017
Binders,5443.96,1/16/2017
Chairs,302.67,1/16/2017
Paper,56.07,1/16/2017
Labels,10.08,07-07-2016
Phones,59.994,07-07-2016
Binders,5.715,07-07-2016
Binders,9.42,07-07-2016
Copiers,1999.96,12/23/2016
Storage,216.4,12/22/2014
Labels,6.936,2/23/2014
Binders,4.428,2/23/2014
Art,8.8,12-04-2017
Accessories,142.8,12-04-2017
Accessories,399.95,12-04-2017
Binders,2152.776,11/17/2014
Bookcases,4007.84,11/17/2014
Tables,328.59,10/20/2014
Storage,98.352,10/20/2014
Phones,158.99,10/25/2015
Chairs,291.1,10/25/2015
Paper,73.68,11/16/2017
Furnishings,139.92,11/16/2017
Phones,107.88,11/16/2017
Storage,33.29,11/16/2017
Binders,58.17,5/14/2017
Labels,5.04,5/14/2017
Paper,24.784,5/14/2017
Chairs,634.116,03-01-2014
Paper,17.472,03-01-2014
Chairs,155.88,7/30/2015
Chairs,327.564,11-01-2015
Paper,13.36,12/16/2017
Storage,158.9,12/16/2017
Accessories,319.968,10/20/2014
Storage,505.32,10/20/2014
Paper,3.808,10/20/2014
Binders,8.682,10/20/2014
Labels,24.424,10/20/2014
Chairs,1522.638,06-05-2015
Envelopes,419.9,7/21/2016
Labels,3.15,7/21/2016
Appliances,33.62,3/31/2017
Binders,16.14,05-07-2014
Tables,194.25,05-07-2014
Art,8.64,05-07-2014
Chairs,872.32,05-07-2014
Binders,243.992,02-05-2017
Art,7.12,02-05-2017
Art,2.688,4/18/2014
Chairs,317.058,4/18/2014
Envelopes,149.352,4/18/2014
Accessories,227.976,4/18/2014
Paper,11.96,05-10-2016
Storage,563.4,11/25/2016
Machines,319.92,11/25/2016
Accessories,1049.44,03-03-2017
Chairs,170.352,03-03-2017
Phones,173.94,12-06-2015
Phones,1007.944,8/25/2014
Paper,6.68,10/22/2016
Art,8.34,10/22/2016
Furnishings,101.94,10/22/2016
Accessories,179.97,08-07-2016
Art,101.94,7/21/2017
Phones,271.96,7/21/2017
Furnishings,8.8,7/21/2017
Art,19.68,7/21/2017
Bookcases,302.94,7/21/2017
Binders,14.94,7/21/2017
Supplies,231.72,7/21/2017
Labels,9.912,3/23/2014
Art,34.65,4/30/2015
Phones,19.8,4/30/2015
Binders,33.568,6/13/2016
Art,125.93,05-04-2015
Binders,11.76,4/23/2017
Paper,5.344,4/23/2017
Binders,1.365,06-06-2014
Paper,62.016,06-06-2014
Furnishings,60.72,12-02-2014
Paper,146.82,12-02-2014
Chairs,239.84,12-02-2014
Labels,15.66,12-02-2014
Storage,146.352,6/17/2017
Fasteners,5.94,5/26/2016
Paper,45.36,5/26/2016
Phones,211.168,5/26/2016
Chairs,484.704,5/26/2016
Machines,371.976,5/26/2016
Storage,89.82,03-10-2015
Binders,19.296,10/20/2016
Chairs,191.96,4/21/2015
Binders,21.3,4/21/2015
Phones,469.95,4/21/2015
Furnishings,209.88,4/21/2015
Bookcases,239.666,6/17/2016
Labels,22.5,6/17/2016
Paper,219.84,6/17/2016
Paper,32.4,1/13/2017
Art,209.94,1/13/2017
Supplies,4164.05,1/13/2017
Bookcases,212.94,1/13/2017
Furnishings,41.88,09-06-2014
Labels,58.48,09-06-2014
Tables,102.438,1/19/2015
Chairs,199.304,1/19/2015
Machines,6999.96,12/14/2014
Paper,12.96,5/23/2014
Phones,279.86,9/19/2015
Binders,7.38,10-02-2015
Chairs,698.352,12/25/2016
Tables,1747.25,12/25/2016
Appliances,54.48,05-06-2016
Accessories,199.99,10/24/2016
Binders,68.541,05-06-2017
Phones,627.168,05-06-2017
Labels,122.12,05-06-2017
Art,6.99,11/27/2017
Binders,107.424,11/27/2017
Tables,1421.664,10/31/2014
Binders,125.88,08-05-2017
Accessories,79.78,08-05-2017
Labels,133.2,08-05-2017
Phones,438.368,08-10-2015
Phones,139.944,08-10-2015
Appliances,133.472,08-10-2015
Tables,564.195,12/15/2016
Appliances,87.168,12/15/2016
Binders,42.616,09-08-2017
Copiers,319.984,09-08-2017
Fasteners,45.92,09-08-2017
Furnishings,21.184,09-08-2017
Paper,20.736,09-08-2017
Chairs,213.43,09-08-2017
Phones,333.576,2/20/2017
Accessories,31.992,2/20/2017
Storage,51.168,2/20/2017
Envelopes,10.64,2/20/2017
Furnishings,68.704,2/20/2017
Tables,386.91,2/20/2017
Art,39.66,08-08-2015
Appliances,113.92,08-08-2015
Binders,447.86,08-08-2015
Tables,356.85,10/26/2017
Envelopes,251.58,10/26/2017
Paper,219.84,7/14/2016
Furnishings,42.85,05-12-2017
Labels,6.16,05-12-2017
Supplies,17.0,05-12-2017
Accessories,87.4,05-12-2017
Binders,29.84,5/25/2017
Binders,49.568,8/23/2014
Art,265.86,09-11-2015
Furnishings,67.96,09-05-2015
Art,10.92,11/21/2015
Machines,83.9,11/21/2015
Appliances,19.75,11/21/2015
Accessories,393.54,11/21/2015
Furnishings,46.872,10-10-2014
Storage,10.9,09-02-2017
Paper,79.92,09-02-2017
Paper,146.82,09-02-2017
Binders,3.6,01-01-2017
Furnishings,20.04,11-05-2014
Storage,180.016,12/17/2015
Furnishings,41.552,12/17/2015
Art,13.12,12/17/2015
Storage,1117.92,5/14/2015
Accessories,111.96,03-10-2017
Art,12.16,12-02-2017
Binders,17.52,7/31/2017
Appliances,155.88,7/31/2017
Binders,477.51,08-11-2017
Paper,164.88,9/30/2017
Accessories,47.97,8/26/2016
Binders,415.176,12-02-2016
Binders,35.232,12-02-2016
Paper,54.96,12-02-2016
Paper,16.34,7/21/2017
Chairs,225.296,7/21/2017
Binders,50.352,7/21/2017
Furnishings,163.136,5/20/2015
Binders,6.408,5/20/2015
Phones,217.584,6/23/2015
Fasteners,5.43,6/23/2015
Phones,143.976,6/23/2015
Phones,519.68,09-10-2016
Labels,7.83,4/13/2014
Chairs,883.84,11/14/2015
Chairs,230.352,11/14/2015
Binders,273.92,12-09-2016
Art,9.912,8/18/2017
Furnishings,266.352,12/14/2017
Furnishings,56.328,12/14/2017
Accessories,39.264,12/14/2017
Art,95.232,12/14/2017
Fasteners,30.0,04-08-2016
Paper,25.92,04-08-2016
Furnishings,159.92,04-08-2016
Appliances,34.944,12/16/2016
Accessories,149.95,9/19/2017
Art,23.32,9/19/2017
Art,16.74,9/19/2017
Fasteners,14.82,09-04-2017
Fasteners,10.47,09-12-2016
Labels,11.07,09-12-2016
Binders,20.704,09-12-2016
Paper,177.2,08-10-2017
Furnishings,50.496,11-04-2016
Binders,6.129,6/18/2015
Chairs,643.136,6/18/2015
Paper,20.736,6/18/2015
Paper,177.536,07-04-2014
Appliances,32.432,07-04-2014
Labels,11.696,12/20/2015
Appliances,113.76,04-10-2016
Storage,579.51,04-10-2016
Storage,150.66,04-10-2016
Binders,48.032,04-10-2016
Storage,102.624,5/26/2014
Chairs,359.772,5/26/2014
Art,13.392,5/26/2014
Chairs,122.136,07-06-2017
Paper,35.88,2/16/2015
Accessories,479.952,6/16/2017
Art,23.92,6/16/2017
Phones,629.95,11/13/2017
Binders,14.952,12-11-2017
Paper,17.94,12-11-2017
Phones,116.98,12-11-2017
Chairs,121.96,6/28/2016
Appliances,8.74,6/28/2016
Paper,61.96,6/28/2016
Binders,7.96,6/28/2016
Appliances,275.24,6/28/2016
Furnishings,47.4,9/15/2017
Chairs,512.96,9/15/2017
Phones,395.94,9/15/2017
Storage,81.96,9/15/2017
Art,32.776,12-02-2017
Storage,272.94,6/26/2017
Chairs,253.764,7/24/2016
Labels,29.24,09-02-2016
Storage,35.168,09-02-2016
Machines,1362.9,09-02-2016
Chairs,317.058,4/20/2017
Art,15.76,4/20/2017
Furnishings,14.56,4/20/2017
Binders,196.21,08-12-2014
Art,35.4,9/19/2017
Paper,419.4,12-09-2017
Binders,13.005,12-09-2017
Binders,7.712,11-04-2016
Binders,4.176,11-04-2016
Paper,38.88,11-04-2016
Paper,17.64,3/29/2015
Storage,93.456,09-05-2016
Accessories,449.91,1/28/2017
Bookcases,344.94,09-03-2016
Furnishings,14.76,09-03-2016
Binders,12.76,09-03-2016
Labels,58.48,09-03-2016
Furnishings,20.096,7/25/2017
Supplies,37.752,7/25/2017
Tables,138.588,7/25/2017
Storage,259.92,7/25/2017
Paper,20.736,7/25/2017
Furnishings,129.93,9/13/2015
Paper,69.93,9/13/2015
Art,140.736,09-07-2015
Binders,8.32,11/16/2016
Furnishings,9.98,11-10-2016
Binders,62.94,8/15/2014
Storage,21.488,11/16/2015
Phones,239.976,11/16/2015
Furnishings,34.504,11/16/2015
Furnishings,20.104,8/25/2015
Binders,3.798,8/25/2015
Furnishings,7.88,8/25/2015
Tables,35.445,12/25/2016
Machines,269.97,12/25/2016
Accessories,45.12,12/25/2016
Accessories,100.8,12/25/2016
Chairs,47.968,12/25/2016
Accessories,99.98,10-05-2014
Paper,9.96,11/22/2014
Binders,3.856,12/25/2017
Paper,98.376,3/31/2015
Furnishings,22.38,3/31/2015
Binders,3.882,9/14/2017
Machines,12.585,9/14/2017
Chairs,113.372,9/14/2017
Binders,18.312,9/14/2017
Furnishings,127.936,9/14/2017
Machines,241.17,9/14/2017
Furnishings,6.24,6/17/2014
Fasteners,17.9,6/17/2014
Binders,3266.376,6/17/2014
Binders,1.68,12/28/2017
Furnishings,7.968,12/28/2017
Chairs,113.372,12/28/2017
Furnishings,2.96,12/28/2017
Appliances,168.1,11-02-2017
Envelopes,98.46,7/25/2015
Tables,358.58,7/25/2015
Storage,32.48,10-02-2016
Copiers,17499.95,10-02-2016
Binders,735.98,10-02-2016
Binders,34.37,10-02-2016
Art,33.96,10-02-2016
Phones,197.97,12/24/2016
Appliances,17.48,7/21/2017
Art,8.016,10-10-2015
Tables,146.04,09-08-2016
Accessories,27.88,11/20/2016
Labels,152.65,10/15/2017
Furnishings,22.72,10/15/2017
Art,11.12,07-06-2015
Appliances,1640.7,02-05-2017
Phones,371.2,02-05-2017
Binders,14.832,12-06-2015
Accessories,20.7,09-12-2016
Fasteners,11.34,09-12-2016
Storage,67.9,09-12-2016
Chairs,1059.12,09-12-2016
Chairs,478.48,07-06-2014
Paper,32.04,05-09-2016
Phones,55.992,7/18/2016
Paper,76.864,6/18/2016
Furnishings,59.92,4/20/2014
Bookcases,1565.88,01-08-2016
Binders,106.05,01-08-2016
Storage,62.04,12/23/2017
Phones,494.97,12/23/2017
Storage,367.96,12/23/2017
Paper,44.96,12/23/2017
Envelopes,182.94,12/23/2017
Paper,28.14,4/17/2017
Labels,7.38,4/17/2017
Fasteners,10.9,4/17/2017
Accessories,274.89,4/17/2017
Labels,23.04,4/17/2017
Chairs,218.352,4/17/2017
Paper,10.368,12-01-2017
Binders,12.672,8/21/2016
Phones,91.96,8/21/2016
Accessories,254.97,8/21/2016
Phones,31.984,8/21/2016
Tables,2887.056,8/21/2016
Paper,12.96,8/21/2016
Paper,47.52,8/21/2016
Labels,11.952,12-05-2016
Paper,4.98,12/16/2015
Binders,10.78,10/17/2014
Accessories,119.976,10/17/2014
Labels,25.06,09-05-2016
Tables,1652.94,09-05-2016
Furnishings,131.376,10/15/2015
Paper,5.344,10/15/2015
Chairs,2003.92,12-01-2015
Paper,32.4,12-01-2015
Tables,1913.4,12-01-2015
Storage,146.73,12-01-2015
Paper,114.2,12-01-2015
Chairs,2567.84,5/31/2015
Accessories,37.056,09-10-2017
Phones,259.896,09-10-2017
Paper,19.05,4/25/2017
Binders,73.344,4/25/2017
Phones,95.68,9/18/2017
Paper,50.96,9/18/2017
Art,113.94,9/18/2017
Paper,25.92,9/18/2017
Furnishings,20.32,9/18/2017
Phones,411.98,9/18/2017
Supplies,34.48,9/18/2017
Paper,244.55,9/18/2017
Binders,10.782,8/18/2017
Chairs,602.651,5/24/2015
Binders,7.656,5/24/2015
Accessories,559.93,09-07-2015
Copiers,2399.96,7/24/2017
Fasteners,16.0,09-02-2017
Appliances,5.588,09-02-2017
Storage,235.92,09-02-2017
Storage,10.68,12-06-2017
Binders,41.28,5/20/2017
Phones,1001.584,9/27/2016
Furnishings,14.76,12-10-2017
Binders,2.502,9/13/2014
Bookcases,115.96,7/29/2017
Storage,186.54,08-01-2017
Accessories,159.56,05-02-2017
Phones,55.984,06-12-2015
Storage,132.16,12/22/2014
Binders,17.904,12/22/2014
Paper,124.032,12/22/2014
Chairs,1403.92,12/16/2014
Supplies,28.8,4/16/2016
Binders,24.588,5/21/2015
Appliances,356.79,2/26/2017
Envelopes,16.98,04-04-2017
Labels,491.55,3/16/2015
Envelopes,7.38,3/16/2015
Paper,23.66,11/30/2015
Bookcases,681.408,11/30/2015
Labels,18.9,7/28/2016
Storage,93.68,6/23/2016
Labels,21.93,6/23/2016
Phones,862.344,6/23/2016
Paper,19.98,6/23/2016
Phones,13.494,7/14/2014
Phones,23.988,7/14/2014
Furnishings,31.984,7/14/2014
Art,41.584,7/14/2014
Accessories,95.976,11/30/2017
Furnishings,84.272,09-02-2016
Paper,36.544,6/15/2014
Accessories,479.72,11-05-2016
Binders,102.368,6/26/2017
Supplies,28.4,6/26/2017
Storage,713.88,6/26/2017
Paper,68.52,6/26/2017
Phones,623.96,7/25/2015
Binders,11.12,9/23/2014
Bookcases,523.92,9/30/2016
Fasteners,2.48,11-09-2015
Storage,221.024,4/25/2015
Chairs,128.058,4/25/2015
Binders,58.408,11/19/2017
Tables,79.974,11/19/2017
Machines,479.988,11/20/2015
Binders,11.808,10-02-2015
Binders,53.568,10-02-2015
Phones,503.96,10-02-2015
Envelopes,21.34,4/25/2015
Binders,36.4,7/14/2016
Furnishings,51.75,7/14/2016
Storage,15.51,9/27/2015
Paper,146.82,9/27/2015
Paper,12.96,9/27/2015
Art,7.8,11-10-2017
Envelopes,10.2,7/16/2016
Art,22.32,7/16/2016
Binders,24.1,7/16/2016
Accessories,75.98,7/16/2016
Binders,6.46,7/16/2016
Paper,60.12,7/16/2016
Phones,824.97,10/16/2015
Furnishings,24.85,01-10-2016
Storage,12.624,9/19/2017
Accessories,89.584,9/19/2017
Phones,471.92,9/19/2017
Binders,18.18,9/19/2017
Art,31.744,9/15/2017
Labels,5.904,6/28/2015
Furnishings,621.76,6/28/2015
Phones,59.98,11/25/2016
Paper,48.87,11/25/2017
Paper,154.9,1/14/2017
Fasteners,5.92,11-07-2014
Paper,30.18,11-07-2014
Binders,24.1,09-01-2016
Phones,8.78,09-01-2016
Appliances,376.74,09-01-2016
Binders,29.52,09-01-2016
Art,11.96,09-01-2016
Binders,26.4,09-01-2016
Appliances,1158.12,11-11-2017
Appliances,1.392,12-11-2017
Appliances,44.43,11-08-2015
Phones,226.2,11-08-2015
Furnishings,186.54,11-08-2015
Art,265.86,11-08-2015
Art,27.9,11-08-2015
Appliances,31.08,11/19/2015
Binders,13.84,12/23/2017
Paper,175.872,12/23/2017
Paper,12.96,9/16/2016
Appliances,208.44,5/26/2017
Supplies,25.76,5/26/2017
Chairs,366.744,3/30/2015
Furnishings,289.24,8/19/2014
Binders,69.456,8/19/2014
Paper,5.184,12/23/2014
Chairs,205.164,11-01-2015
Furnishings,8.544,12/15/2014
Binders,12.828,8/21/2015
Chairs,598.458,8/21/2015
Furnishings,25.984,8/21/2015
Binders,17.96,5/23/2014
Supplies,5.04,5/23/2014
Appliances,208.16,5/23/2014
Bookcases,148.257,12-09-2017
Appliances,146.76,03-11-2014
Accessories,32.96,03-11-2014
Phones,587.97,03-11-2014
Paper,14.94,03-11-2014
Labels,25.83,6/23/2016
Paper,15.552,8/23/2014
Supplies,6.8,8/23/2014
Furnishings,4.224,8/23/2014
Phones,143.64,8/23/2014
Paper,31.104,8/23/2014
Paper,223.056,8/23/2014
Phones,227.46,02-06-2017
Binders,46.24,02-06-2017
Labels,5.22,1/29/2017
Paper,33.9,12/20/2016
Storage,28.14,11-11-2016
Accessories,36.0,11-11-2016
Art,92.94,11-11-2016
Chairs,245.646,11-11-2016
Binders,55.008,11-11-2016
Binders,35.232,11-11-2016
Chairs,523.392,11-09-2017
Copiers,479.984,05-02-2014
Paper,12.96,9/22/2017
Art,17.94,9/22/2017
Storage,166.72,12/17/2017
Binders,24.816,12/17/2017
Furnishings,124.36,12/17/2017
Copiers,599.97,7/18/2017
Chairs,198.744,7/18/2017
Supplies,9.184,7/18/2017
Paper,9.248,11-03-2016
Tables,99.592,04-08-2014
Accessories,399.96,04-08-2014
Paper,15.552,8/14/2016
Art,14.576,9/25/2014
Binders,209.6,12-11-2016
Art,23.32,12-11-2016
Paper,30.98,12-11-2016
Accessories,119.96,12-11-2016
Chairs,363.92,12-11-2016
Binders,35.808,12-11-2016
Binders,122.688,12-11-2016
Tables,892.136,12-11-2016
Storage,50.22,12-11-2016
Appliances,83.42,12-11-2016
Binders,5.872,12-11-2016
Binders,12.144,02-03-2015
Envelopes,27.792,12/29/2016
Supplies,6.208,8/31/2017
Appliances,32.67,02-04-2017
Storage,1261.33,12-06-2014
Paper,38.88,5/30/2016
Binders,1.964,5/21/2016
Paper,82.656,5/21/2016
Paper,5.98,08-09-2014
Paper,9.248,09-05-2016
Art,4.448,7/23/2016
Paper,5.184,7/23/2016
Art,175.92,7/23/2016
Binders,4.752,7/23/2016
Supplies,13.344,7/23/2016
Envelopes,54.9,05-12-2016
Binders,22.911,09-02-2016
Appliances,309.456,09-02-2016
Art,19.456,09-02-2016
Tables,472.518,09-02-2016
Accessories,1012.68,09-02-2016
Binders,17.22,09-02-2016
Art,3.52,7/21/2017
Phones,1626.192,7/21/2017
Binders,8.595,9/25/2017
Supplies,190.896,9/25/2017
Storage,99.87,08-03-2017
Art,79.36,10/25/2015
Phones,119.96,6/15/2017
Paper,106.32,01-09-2015
Appliances,163.44,01-09-2015
Art,42.76,01-09-2015
Paper,51.55,01-09-2015
Accessories,479.952,02-09-2015
Binders,146.688,8/19/2016
Binders,276.784,8/19/2016
Binders,25.32,8/19/2016
Paper,318.96,11-06-2017
Paper,212.64,12/26/2015
Envelopes,23.472,11/23/2014
Paper,19.648,08-01-2016
Binders,6.57,9/21/2014
Storage,421.1,09-04-2017
Chairs,760.116,6/19/2017
Furnishings,38.784,6/19/2017
Accessories,122.328,6/19/2017
Phones,25.98,4/19/2016
Art,3.28,4/19/2016
Storage,459.88,4/19/2016
Supplies,7.76,4/19/2016
Art,71.96,4/19/2016
Supplies,54.9,4/19/2016
Binders,9.28,4/19/2016
Tables,1685.88,05-05-2016
Binders,5.728,05-05-2016
Paper,61.96,10/18/2014
Binders,1.344,10/18/2014
Paper,17.94,2/13/2017
Binders,13.904,11/17/2017
Binders,67.194,1/20/2014
Paper,41.86,12-01-2017
Bookcases,141.96,12-01-2017
Furnishings,10.02,08-09-2015
Paper,144.12,08-09-2015
Paper,17.94,9/27/2016
Art,13.89,9/27/2016
Paper,16.45,11/14/2016
Furnishings,19.92,11/14/2016
Accessories,35.168,4/16/2016
Paper,123.088,4/16/2016
Tables,257.94,11/26/2017
Phones,1879.96,11/26/2017
Furnishings,27.46,11/26/2017
Phones,89.98,11/26/2017
Chairs,828.6,11/26/2017
Binders,7.23,11/20/2015
Storage,17.44,11/20/2015
Binders,62.88,11/20/2015
Bookcases,290.352,11/20/2015
Accessories,113.52,09-07-2017
Furnishings,135.3,09-07-2017
Furnishings,111.15,11/24/2014
Phones,776.85,03-11-2017
Binders,12.294,03-11-2017
Tables,154.764,03-11-2017
Storage,43.28,03-11-2017
Paper,92.94,06-12-2016
Appliances,52.56,06-12-2016
Phones,971.88,6/26/2015
Chairs,141.96,12/22/2017
Tables,182.55,12/22/2017
Paper,88.768,10-09-2014
Appliances,53.088,12-10-2015
Furnishings,275.88,12/25/2015
Binders,157.9,12/25/2015
Labels,4.91,4/29/2017
Storage,87.92,3/28/2016
Paper,5.98,3/28/2016
Phones,222.384,5/13/2015
Fasteners,16.0,5/13/2015
Paper,21.84,07-04-2014
Binders,15.6,07-04-2014
Envelopes,247.84,4/22/2014
Binders,9.912,4/22/2014
Storage,69.52,9/19/2016
Art,11.52,7/22/2014
Chairs,717.72,7/22/2014
Storage,236.5,7/22/2014
Tables,170.352,7/22/2014
Chairs,145.764,10-08-2017
Accessories,107.97,4/25/2017
Accessories,143.96,3/26/2017
Copiers,2399.96,3/26/2017
Paper,74.352,3/26/2017
Appliances,87.168,3/26/2017
Storage,32.232,3/26/2017
Binders,2.202,05-04-2017
Binders,9.396,05-04-2017
Phones,89.97,11/14/2016
Art,12.78,01-06-2014
Accessories,40.0,12/27/2016
Binders,23.24,4/30/2017
Chairs,908.82,4/21/2017
Supplies,5.552,8/17/2017
Art,8.016,8/17/2017
Chairs,74.592,8/17/2017
Furnishings,16.784,8/17/2017
Appliances,38.864,8/17/2017
Phones,203.976,11-12-2016
Tables,674.352,11-12-2016
Binders,5.388,10-01-2016
Art,30.976,10-01-2016
Storage,1350.12,02-12-2016
Binders,15.92,02-12-2016
