Category,Quantity,Order_Date
Office Supplies,1,04-12-2016
Office Supplies,3,12-04-2016
Office Supplies,1,12-04-2016
Office Supplies,3,11-11-2014
Furniture,1,11-11-2014
Technology,3,04-02-2015
Office Supplies,1,12-12-2015
Office Supplies,4,12-12-2015
Office Supplies,4,12-12-2015
Furniture,6,10-02-2017
Office Supplies,6,10-02-2017
Office Supplies,7,10-02-2017
Office Supplies,7,10-02-2017
Furniture,5,04-10-2017
Office Supplies,3,04-10-2017
Office Supplies,7,9/29/2017
Furniture,1,9/29/2017
Office Supplies,2,9/29/2017
Furniture,1,9/29/2017
Office Supplies,2,9/29/2017
Office Supplies,9,9/29/2014
Furniture,4,9/29/2014
Office Supplies,3,9/29/2014
Office Supplies,2,9/29/2014
Furniture,2,8/20/2014
Technology,4,07-11-2014
Office Supplies,2,07-11-2014
Technology,2,3/22/2015
Office Supplies,3,05-12-2017
Office Supplies,4,11/13/2017
Furniture,3,11/13/2017
Office Supplies,3,09-04-2016
Office Supplies,2,09-04-2016
Office Supplies,2,09-04-2016
Furniture,4,02-06-2016
Office Supplies,4,3/22/2015
Furniture,2,3/22/2015
Technology,3,3/22/2015
Office Supplies,3,07-02-2015
Technology,1,6/15/2015
Technology,4,11/26/2014
Office Supplies,3,11/26/2014
Office Supplies,4,11/26/2014
Office Supplies,9,11/26/2014
Office Supplies,4,11/26/2014
Office Supplies,2,05-12-2017
Office Supplies,1,05-12-2017
Furniture,5,05-12-2017
Office Supplies,4,05-12-2017
Office Supplies,3,05-02-2014
Office Supplies,4,09-03-2017
Furniture,1,09-03-2017
Furniture,2,09-03-2017
Office Supplies,2,09-03-2017
Furniture,2,12-03-2016
Furniture,1,12-03-2016
Technology,4,7/18/2015
Office Supplies,3,7/21/2016
Furniture,5,7/21/2016
Office Supplies,5,06-09-2015
Office Supplies,3,06-09-2015
Technology,5,06-09-2015
Technology,4,11/27/2017
Office Supplies,5,3/27/2015
Office Supplies,5,9/22/2015
Furniture,2,9/22/2015
Technology,4,11/17/2015
Office Supplies,5,11/17/2015
Furniture,4,11/17/2015
Office Supplies,7,11/17/2015
Office Supplies,5,11/17/2015
Furniture,2,11/17/2015
Furniture,3,11/17/2015
Office Supplies,2,11-10-2015
Office Supplies,3,11-10-2015
Technology,1,11-10-2015
Office Supplies,3,11-10-2015
Furniture,3,11-10-2015
Office Supplies,2,09-10-2014
Office Supplies,7,08-05-2015
Office Supplies,3,08-05-2015
Office Supplies,1,08-05-2015
Furniture,5,08-05-2015
Furniture,2,09-03-2017
Furniture,2,11-01-2015
Office Supplies,2,4/29/2015
Office Supplies,2,05-01-2016
Office Supplies,3,05-01-2016
Office Supplies,2,05-01-2016
Office Supplies,3,08-05-2014
Office Supplies,2,08-05-2014
Furniture,5,08-05-2014
Office Supplies,1,01-04-2016
Office Supplies,6,01-04-2016
Furniture,4,11-07-2016
Furniture,7,6/14/2016
Furniture,3,9/24/2016
Office Supplies,1,3/30/2017
Office Supplies,7,06-04-2017
Office Supplies,3,06-04-2017
Office Supplies,3,04-07-2015
Office Supplies,7,5/21/2014
Office Supplies,3,5/21/2014
Office Supplies,6,5/21/2014
Office Supplies,4,09-05-2016
Furniture,2,9/18/2016
Office Supplies,9,9/18/2016
Furniture,9,9/18/2016
Furniture,2,3/13/2016
Office Supplies,3,3/13/2016
Office Supplies,3,10/16/2014
Technology,3,10/16/2014
Office Supplies,1,10-08-2017
Office Supplies,2,05-07-2015
Office Supplies,2,4/14/2016
Office Supplies,1,11/21/2016
Office Supplies,2,11/21/2016
Technology,3,11/21/2016
Office Supplies,1,09-10-2017
Office Supplies,3,09-09-2017
Office Supplies,3,11-01-2014
Office Supplies,5,11-01-2014
Furniture,4,04-03-2016
Technology,4,04-03-2016
Office Supplies,1,01-12-2017
Office Supplies,9,11/20/2015
Furniture,3,11/27/2016
Office Supplies,3,11-06-2017
Office Supplies,4,11-06-2017
Office Supplies,5,11-06-2017
Office Supplies,4,11-06-2017
Technology,1,11-06-2017
Office Supplies,2,12-02-2016
Office Supplies,3,12-02-2016
Furniture,3,12-02-2016
Office Supplies,3,12-02-2016
Office Supplies,3,12/17/2016
Office Supplies,3,8/24/2014
Office Supplies,5,9/17/2015
Office Supplies,7,9/17/2015
Furniture,2,9/17/2015
Office Supplies,4,9/17/2015
Furniture,6,9/17/2015
Furniture,5,9/17/2015
Technology,3,9/17/2015
Technology,2,9/17/2015
Office Supplies,2,9/17/2015
Technology,4,9/17/2015
Furniture,2,11/26/2016
Office Supplies,7,11/19/2017
Technology,10,06-03-2017
Furniture,8,04-08-2014
Office Supplies,1,10-11-2014
Furniture,4,10-11-2014
Furniture,3,07-07-2017
Office Supplies,3,07-07-2017
Technology,2,07-07-2017
Office Supplies,3,07-07-2017
Technology,3,07-07-2017
Technology,2,07-07-2017
Furniture,5,07-04-2016
Technology,3,07-04-2016
Technology,3,07-04-2016
Technology,1,5/19/2017
Office Supplies,4,5/19/2017
Technology,12,10-12-2017
Office Supplies,2,10-12-2017
Technology,4,08-06-2016
Furniture,1,8/25/2014
Technology,5,8/25/2014
Office Supplies,4,8/25/2014
Office Supplies,4,8/25/2014
Office Supplies,5,9/14/2015
Office Supplies,4,03-05-2017
Technology,3,03-05-2017
Office Supplies,2,03-05-2017
Office Supplies,6,03-05-2017
Office Supplies,4,4/15/2017
Office Supplies,5,3/30/2014
Furniture,2,11-11-2014
Furniture,4,11-11-2014
Office Supplies,5,03-12-2016
Office Supplies,5,03-12-2016
Office Supplies,4,03-12-2016
Furniture,3,03-12-2016
Furniture,4,02-09-2017
Technology,9,11-11-2014
Office Supplies,2,11-11-2014
Office Supplies,4,11-11-2014
Office Supplies,3,8/20/2017
Office Supplies,6,8/20/2017
Technology,3,8/20/2017
Office Supplies,2,1/15/2016
Office Supplies,1,7/20/2014
Office Supplies,2,7/20/2014
Office Supplies,4,7/20/2014
Furniture,3,7/20/2014
Furniture,1,02-06-2017
Office Supplies,2,12/25/2015
Office Supplies,5,10-08-2016
Office Supplies,2,7/13/2017
Office Supplies,2,7/13/2017
Technology,10,4/24/2017
Furniture,5,09-07-2014
Office Supplies,2,09-07-2014
Furniture,2,09-07-2014
Office Supplies,2,09-07-2014
Office Supplies,2,11/21/2016
Office Supplies,6,9/16/2017
Furniture,6,7/19/2016
Office Supplies,2,7/19/2016
Office Supplies,4,7/19/2016
Office Supplies,6,7/19/2016
Office Supplies,1,7/19/2016
Furniture,5,7/19/2016
Office Supplies,7,9/15/2017
Technology,7,9/15/2017
Furniture,3,9/15/2017
Office Supplies,5,12-11-2016
Office Supplies,2,12-11-2016
Furniture,5,12-11-2016
Office Supplies,4,12-11-2016
Furniture,3,12-11-2016
Furniture,3,12-10-2014
Office Supplies,4,12-10-2014
Office Supplies,4,12-10-2014
Furniture,3,12/13/2014
Office Supplies,2,12/13/2014
Office Supplies,1,9/21/2017
Furniture,4,09-07-2017
Furniture,2,11-02-2015
Technology,3,12-11-2017
Furniture,3,04-01-2017
Office Supplies,3,12/30/2015
Office Supplies,3,12/30/2015
Technology,6,12/30/2015
Office Supplies,3,12/30/2015
Technology,3,12/30/2015
Office Supplies,5,03-10-2016
Technology,8,03-10-2016
Furniture,2,04-06-2014
Furniture,7,04-06-2014
Office Supplies,3,04-06-2014
Office Supplies,1,04-06-2014
Office Supplies,5,10-05-2014
Office Supplies,2,8/13/2016
Technology,2,8/13/2016
Office Supplies,3,11/17/2014
Technology,2,4/24/2017
Office Supplies,8,8/24/2017
Office Supplies,2,8/24/2017
Office Supplies,5,2/23/2017
Technology,5,2/23/2017
Office Supplies,2,11/19/2016
Office Supplies,3,11/14/2016
Furniture,1,07-06-2017
Furniture,4,12/25/2016
Office Supplies,5,4/23/2017
Furniture,3,12/14/2015
Office Supplies,2,4/19/2015
Office Supplies,4,4/19/2015
Furniture,3,09-04-2016
Office Supplies,6,09-04-2016
Office Supplies,4,09-04-2016
Office Supplies,3,09-04-2016
Technology,3,9/24/2017
Technology,3,9/24/2017
Furniture,2,02-04-2016
Furniture,3,5/19/2017
Office Supplies,7,5/19/2017
Furniture,3,09-03-2015
Furniture,3,06-09-2016
Office Supplies,9,11-07-2015
Office Supplies,5,11-07-2015
Office Supplies,7,6/15/2016
Office Supplies,5,4/25/2015
Office Supplies,5,4/25/2015
Office Supplies,3,9/23/2016
Furniture,4,9/23/2016
Office Supplies,7,9/23/2016
Office Supplies,1,8/18/2016
Office Supplies,8,8/18/2016
Office Supplies,2,03-02-2014
Office Supplies,5,03-02-2014
Technology,2,12/30/2014
Office Supplies,4,04-10-2015
Office Supplies,3,04-10-2015
Technology,5,12/25/2015
Office Supplies,3,12/25/2015
Office Supplies,3,12/25/2015
Office Supplies,6,04-05-2015
Office Supplies,8,1/17/2015
Furniture,8,5/20/2017
Furniture,1,5/20/2017
Technology,1,5/20/2017
Office Supplies,3,8/13/2017
Office Supplies,2,12/31/2015
Office Supplies,2,12/31/2015
Office Supplies,2,12/31/2015
Office Supplies,3,12/25/2017
Office Supplies,2,12/25/2017
Technology,6,09-01-2016
Technology,2,09-01-2016
Office Supplies,3,09-01-2016
Furniture,3,09-01-2016
Office Supplies,9,08-05-2017
Furniture,5,2/18/2014
Office Supplies,6,11/22/2016
Office Supplies,9,11/22/2016
Technology,2,11/22/2016
Office Supplies,1,11/22/2016
Office Supplies,6,11/22/2016
Furniture,3,12/14/2015
Office Supplies,1,6/13/2015
Office Supplies,2,12/28/2017
Furniture,3,9/20/2017
Technology,2,9/20/2017
Office Supplies,9,9/20/2017
Technology,2,9/20/2017
Office Supplies,4,9/20/2017
Office Supplies,2,9/20/2017
Furniture,1,9/20/2017
Office Supplies,3,9/20/2017
Office Supplies,2,9/20/2017
Furniture,11,9/20/2017
Technology,2,9/20/2017
Furniture,5,9/20/2017
Technology,3,9/20/2017
Technology,3,9/20/2017
Furniture,2,8/22/2017
Office Supplies,4,6/18/2015
Office Supplies,2,12/20/2014
Technology,5,12/20/2014
Office Supplies,2,09-11-2016
Office Supplies,3,09-11-2016
Furniture,7,11-12-2016
Office Supplies,2,11-12-2016
Office Supplies,6,11-12-2016
Furniture,9,11-12-2016
Furniture,2,11-12-2016
Office Supplies,6,3/14/2016
Technology,4,11/13/2016
Office Supplies,3,11/13/2016
Technology,3,9/19/2017
Office Supplies,3,9/19/2017
Furniture,8,9/19/2017
Furniture,2,9/19/2017
Office Supplies,2,12-04-2017
Office Supplies,4,8/31/2015
Technology,5,06-03-2017
Office Supplies,2,06-03-2017
Office Supplies,1,06-03-2017
Furniture,6,3/31/2016
Office Supplies,4,10/25/2014
Technology,3,3/26/2017
Office Supplies,2,3/26/2017
Furniture,14,12/27/2014
Office Supplies,5,9/15/2017
Furniture,2,8/16/2016
Office Supplies,4,11-04-2016
Technology,3,10/18/2015
Office Supplies,6,10/18/2015
Office Supplies,6,10/31/2016
Furniture,2,3/30/2014
Office Supplies,3,4/18/2015
Office Supplies,5,07-09-2017
Office Supplies,4,07-09-2017
Technology,2,07-09-2017
Office Supplies,6,07-09-2017
Office Supplies,3,6/27/2017
Office Supplies,4,12/22/2014
Office Supplies,4,11/21/2017
Office Supplies,2,11/21/2017
Technology,2,6/27/2016
Furniture,6,12/28/2017
Furniture,5,04-08-2016
Furniture,10,3/18/2014
Office Supplies,4,07-03-2017
Furniture,2,4/20/2017
Office Supplies,3,4/20/2017
Office Supplies,1,4/20/2017
Furniture,3,4/20/2017
Office Supplies,3,08-03-2016
Technology,12,08-03-2016
Office Supplies,4,12-03-2016
Technology,3,3/19/2014
Office Supplies,4,3/19/2014
Office Supplies,3,3/19/2014
Office Supplies,5,3/19/2014
Furniture,3,3/19/2014
Furniture,3,3/19/2014
Technology,2,3/19/2014
Office Supplies,3,4/20/2015
Office Supplies,2,9/19/2015
Office Supplies,2,8/27/2014
Office Supplies,3,12/19/2016
Office Supplies,2,12/19/2016
Office Supplies,5,08-02-2014
Technology,2,08-02-2014
Office Supplies,2,08-02-2014
Furniture,4,9/21/2015
Office Supplies,7,9/21/2015
Office Supplies,2,9/21/2015
Office Supplies,4,9/21/2015
Office Supplies,2,9/21/2015
Technology,5,9/21/2015
Technology,3,9/21/2015
Office Supplies,2,9/21/2015
Office Supplies,8,9/21/2015
Furniture,5,12-11-2016
Office Supplies,10,08-07-2015
Office Supplies,3,11/15/2015
Office Supplies,6,11/15/2015
Office Supplies,6,11/15/2015
Technology,4,04-04-2017
Furniture,9,12/24/2016
Office Supplies,3,12/13/2017
Office Supplies,5,12/22/2017
Office Supplies,5,12/22/2017
Office Supplies,5,12/22/2017
Technology,2,10/21/2017
Office Supplies,3,10/21/2017
Office Supplies,7,11/13/2015
Technology,3,11/13/2015
Office Supplies,2,11/13/2015
Technology,4,4/16/2015
Technology,3,4/16/2015
Furniture,5,12/16/2016
Technology,8,10/21/2016
Furniture,2,12-01-2017
Office Supplies,7,10/20/2016
Office Supplies,4,10/20/2016
Furniture,1,10/20/2016
Office Supplies,2,9/29/2017
Office Supplies,9,8/18/2017
Office Supplies,7,8/18/2017
Furniture,3,8/18/2017
Office Supplies,3,11-12-2017
Office Supplies,2,11-12-2017
Office Supplies,1,10-11-2014
Furniture,3,11/28/2015
Office Supplies,8,11/28/2015
Technology,3,7/27/2015
Technology,6,10/20/2016
Technology,2,10/20/2016
Office Supplies,7,10/20/2016
Office Supplies,9,9/14/2017
Furniture,4,12/23/2017
Office Supplies,7,12/23/2017
Office Supplies,3,12/23/2017
Furniture,1,10-05-2015
Furniture,4,10-05-2015
Technology,3,11-02-2014
Technology,4,1/22/2016
Technology,3,1/22/2016
Office Supplies,4,07-11-2017
Furniture,2,09-11-2017
Office Supplies,3,09-11-2017
Office Supplies,11,09-11-2017
Office Supplies,5,09-11-2017
Technology,5,09-11-2017
Office Supplies,3,2/23/2016
Office Supplies,4,1/22/2016
Furniture,3,12-12-2015
Office Supplies,2,12-12-2015
Office Supplies,1,10/29/2016
Furniture,8,5/28/2017
Office Supplies,2,12/21/2014
Office Supplies,3,11/24/2016
Office Supplies,6,11/20/2015
Furniture,3,11/20/2015
Technology,2,11/20/2015
Office Supplies,1,5/29/2017
Furniture,3,5/29/2017
Office Supplies,2,5/29/2017
Office Supplies,1,5/29/2017
Office Supplies,1,12-02-2014
Office Supplies,9,04-07-2014
Technology,3,04-07-2014
Furniture,8,09-08-2015
Office Supplies,4,09-09-2017
Office Supplies,1,09-06-2015
Office Supplies,2,11-02-2017
Office Supplies,3,3/28/2015
Office Supplies,4,8/13/2015
Office Supplies,3,05-12-2015
Office Supplies,4,7/23/2017
Office Supplies,7,9/24/2016
Office Supplies,3,05-05-2017
Office Supplies,5,10-06-2016
Office Supplies,2,11-03-2014
Office Supplies,9,11-03-2014
Technology,2,10-01-2015
Office Supplies,5,10-01-2015
Technology,1,12-02-2017
Furniture,9,12-02-2017
Office Supplies,5,12-02-2017
Technology,7,12-11-2017
Furniture,3,7/17/2016
Technology,3,7/17/2016
Furniture,5,7/17/2016
Office Supplies,7,7/17/2016
Office Supplies,2,7/17/2016
Technology,2,7/17/2016
Office Supplies,3,7/17/2016
Office Supplies,2,05-12-2017
Furniture,2,11/20/2015
Office Supplies,3,11/20/2015
Office Supplies,5,9/24/2016
Furniture,5,9/24/2016
Furniture,2,10/21/2016
Technology,3,10/24/2016
Furniture,3,07-08-2014
Office Supplies,6,07-08-2014
Furniture,4,3/13/2015
Furniture,8,3/13/2015
Furniture,2,12-02-2017
Technology,3,4/22/2015
Office Supplies,3,4/22/2015
Office Supplies,1,9/16/2014
Office Supplies,6,12/28/2014
Office Supplies,5,12/28/2014
Office Supplies,4,12/28/2014
Office Supplies,3,10/21/2014
Furniture,3,11/30/2017
Office Supplies,3,06-06-2014
Office Supplies,2,06-06-2014
Technology,5,11/23/2017
Office Supplies,3,6/18/2017
Office Supplies,1,05-05-2017
Office Supplies,7,11-04-2016
Furniture,1,11-04-2016
Office Supplies,3,11-04-2016
Furniture,3,11-04-2016
Office Supplies,8,11-04-2016
Office Supplies,1,11-04-2016
Furniture,3,09-11-2014
Office Supplies,3,2/16/2017
Technology,1,2/16/2017
Office Supplies,4,11/24/2014
Office Supplies,2,11/24/2014
Office Supplies,3,11/24/2014
Office Supplies,2,11/24/2014
Technology,5,11/25/2017
Office Supplies,6,11/25/2017
Office Supplies,2,9/28/2017
Office Supplies,3,10/13/2014
Office Supplies,2,06-03-2014
Technology,3,6/17/2014
Office Supplies,5,10/29/2015
Office Supplies,4,10/29/2015
Office Supplies,1,1/20/2014
Furniture,3,1/20/2014
Office Supplies,5,1/20/2014
Office Supplies,4,1/20/2014
Office Supplies,2,1/20/2014
Office Supplies,3,1/20/2014
Furniture,3,1/20/2014
Office Supplies,5,1/20/2014
Office Supplies,4,07-11-2014
Office Supplies,5,07-11-2014
Furniture,4,8/30/2016
Technology,5,8/30/2016
Technology,4,10-05-2017
Furniture,2,10-05-2017
Technology,4,10-05-2017
Office Supplies,4,12/31/2016
Technology,3,03-07-2015
Office Supplies,2,03-07-2015
Office Supplies,2,03-07-2015
Technology,3,03-07-2015
Office Supplies,5,10/20/2017
Office Supplies,1,05-01-2015
Office Supplies,3,05-01-2015
Office Supplies,2,05-01-2015
Furniture,5,09-03-2017
Technology,2,11-03-2017
Office Supplies,1,9/13/2015
Office Supplies,1,09-06-2015
Technology,2,09-06-2015
Office Supplies,5,10-06-2014
Office Supplies,5,1/23/2017
Office Supplies,4,1/23/2017
Office Supplies,1,1/23/2017
Technology,6,1/23/2017
Office Supplies,2,12-10-2015
Office Supplies,7,11/25/2014
Office Supplies,5,11/21/2017
Technology,1,11/21/2017
Office Supplies,8,11/21/2017
Technology,1,04-04-2017
Office Supplies,1,04-04-2017
Technology,2,04-04-2017
Office Supplies,5,5/19/2017
Furniture,5,10-03-2016
Furniture,2,11/21/2016
Furniture,4,10-03-2017
Office Supplies,3,10-03-2017
Technology,3,10-03-2017
Furniture,2,4/29/2014
Office Supplies,5,4/29/2014
Office Supplies,2,10-07-2016
Furniture,2,12/15/2016
Technology,1,04-10-2017
Office Supplies,5,04-10-2017
Office Supplies,8,04-08-2014
Furniture,5,3/29/2016
Technology,4,3/29/2016
Office Supplies,4,1/15/2017
Technology,2,1/15/2017
Technology,8,1/15/2017
Office Supplies,1,1/15/2017
Office Supplies,2,1/30/2014
Office Supplies,2,1/30/2014
Office Supplies,5,02-07-2015
Office Supplies,2,02-07-2015
Office Supplies,2,12/14/2016
Office Supplies,2,12/14/2016
Office Supplies,6,12/14/2016
Furniture,4,12/14/2016
Office Supplies,1,12/14/2016
Office Supplies,2,12/14/2016
Office Supplies,2,10/31/2017
Technology,5,08-06-2017
Office Supplies,8,08-06-2017
Office Supplies,6,08-06-2017
Furniture,2,5/30/2017
Office Supplies,1,5/30/2017
Furniture,3,5/30/2017
Technology,3,11/30/2015
Furniture,2,8/31/2017
Office Supplies,7,8/31/2017
Furniture,5,5/14/2017
Office Supplies,5,5/14/2017
Office Supplies,3,5/14/2017
Technology,1,5/14/2017
Office Supplies,2,5/14/2017
Office Supplies,3,8/17/2017
Technology,6,8/17/2017
Office Supplies,5,11-10-2017
Office Supplies,1,8/21/2017
Technology,4,03-08-2016
Office Supplies,2,03-08-2016
Office Supplies,2,10/31/2016
Furniture,3,10/31/2016
Office Supplies,3,10/31/2016
Office Supplies,3,10/31/2016
Technology,7,7/26/2014
Furniture,8,10/24/2015
Office Supplies,3,8/19/2017
Technology,4,5/23/2016
Office Supplies,1,5/23/2016
Office Supplies,2,5/23/2016
Technology,3,5/23/2016
Office Supplies,2,11-03-2014
Furniture,6,11-03-2014
Office Supplies,7,11-03-2014
Furniture,3,11-03-2014
Office Supplies,5,3/30/2015
Technology,5,3/30/2015
Furniture,4,5/27/2017
Office Supplies,5,5/27/2017
Technology,3,5/27/2017
Furniture,4,12/14/2017
Furniture,5,10-04-2014
Office Supplies,5,10/13/2016
Office Supplies,3,10/13/2016
Office Supplies,2,10/13/2016
Office Supplies,5,10/13/2016
Furniture,3,10/13/2016
Office Supplies,6,03-05-2015
Furniture,5,03-04-2017
Office Supplies,1,03-04-2017
Office Supplies,1,03-04-2017
Office Supplies,2,9/25/2015
Office Supplies,2,9/25/2015
Office Supplies,1,9/25/2015
Technology,3,12/19/2015
Office Supplies,2,10-08-2015
Office Supplies,2,7/31/2017
Furniture,7,7/31/2017
Technology,1,08-05-2014
Office Supplies,7,08-05-2014
Office Supplies,2,5/14/2017
Office Supplies,5,5/14/2017
Office Supplies,5,5/14/2017
Technology,3,5/14/2017
Furniture,2,5/14/2017
Office Supplies,5,5/14/2017
Furniture,2,9/22/2016
Office Supplies,6,11/13/2015
Technology,7,5/22/2017
Office Supplies,5,12-02-2016
Technology,5,12-02-2016
Furniture,6,12-02-2016
Technology,2,8/29/2015
Technology,7,8/29/2015
Office Supplies,10,06-06-2014
Office Supplies,3,3/18/2016
Furniture,4,1/14/2014
Office Supplies,3,06-03-2017
Office Supplies,2,06-03-2017
Technology,1,06-03-2017
Office Supplies,3,06-03-2017
Technology,5,06-03-2017
Office Supplies,7,06-03-2017
Furniture,2,06-03-2017
Technology,2,06-03-2017
Furniture,2,06-03-2017
Technology,6,06-03-2017
Office Supplies,4,06-03-2017
Office Supplies,4,3/21/2015
Office Supplies,3,3/21/2015
Office Supplies,14,3/21/2015
Office Supplies,5,9/19/2017
Furniture,4,9/15/2014
Furniture,2,11/20/2016
Office Supplies,5,11/20/2016
Technology,4,11/20/2016
Technology,2,10/28/2017
Office Supplies,3,10/28/2017
Technology,2,10/28/2017
Furniture,3,7/24/2015
Office Supplies,9,7/24/2015
Technology,14,7/24/2015
Office Supplies,6,7/24/2015
Technology,6,11-02-2014
Technology,7,11-02-2014
Office Supplies,3,11-02-2014
Office Supplies,3,11/17/2017
Office Supplies,3,6/26/2016
Office Supplies,4,10-09-2016
Furniture,4,10-09-2016
Office Supplies,5,12/20/2017
Office Supplies,3,12/20/2017
Office Supplies,3,12/20/2017
Office Supplies,6,03-06-2017
Office Supplies,4,03-06-2017
Office Supplies,7,03-06-2017
Technology,2,03-06-2017
Furniture,3,9/15/2017
Furniture,5,9/15/2017
Office Supplies,10,9/15/2017
Office Supplies,2,9/15/2017
Office Supplies,1,9/15/2017
Office Supplies,4,1/16/2017
Furniture,3,1/16/2017
Office Supplies,7,1/16/2017
Office Supplies,2,07-07-2016
Technology,1,07-07-2016
Office Supplies,5,07-07-2016
Office Supplies,5,07-07-2016
Technology,4,12/23/2016
Office Supplies,4,12/22/2014
Office Supplies,3,2/23/2014
Office Supplies,3,2/23/2014
Office Supplies,5,12-04-2017
Technology,1,12-04-2017
Technology,5,12-04-2017
Office Supplies,3,11/17/2014
Furniture,10,11/17/2014
Furniture,3,10/20/2014
Office Supplies,3,10/20/2014
Technology,1,10/25/2015
Furniture,5,10/25/2015
Office Supplies,6,11/16/2017
Furniture,2,11/16/2017
Technology,3,11/16/2017
Office Supplies,1,11/16/2017
Office Supplies,5,5/14/2017
Office Supplies,2,5/14/2017
Office Supplies,1,5/14/2017
